=============  Error  =====================
Severity	Code	Description	Project	File	Line	Suppression State
Error	BC2017	could not find library 'C:\TFS\Denali\Code\Dev\Build\Debugx64\DenaliCommandParser.TestData.dll'	DenaliCommandParser.Test	C:\TFS\Denali\Code\Dev\DenaliServerSideComponents\DenaliCommandParser.Test\vbc	1	Active
Error	BC2017	could not find library 'C:\TFS\Denali\Code\Dev\Build\Debugx64\DenaliCommandParser.TestData.dll'	DenaliServerGlobals.Test	C:\TFS\Denali\Code\Dev\DenaliServerSideComponents\DenaliServerGlobals.Test\vbc	1	Active
Warning	CS8012	Referenced assembly 'System.Windows.Forms.4.8.0.0.Fakes, Version=4.0.0.0, Culture=neutral, PublicKeyToken=0ae41878053f6703' targets a different processor.	CMSAPForms.Test	C:\TFS\Denali\Code\Dev\_VCSDENALICLIENT\CMSAPForms.Test\CSC	1	Active
Warning	CS8012	Referenced assembly 'System.Net.Http.4.2.0.0.Fakes, Version=4.2.0.0, Culture=neutral, PublicKeyToken=0ae41878053f6703' targets a different processor.	CMSAPForms.Test	C:\TFS\Denali\Code\Dev\_VCSDENALICLIENT\CMSAPForms.Test\CSC	1	Active
Warning	CS8012	Referenced assembly 'mscorlib.4.8.0.0.Fakes, Version=4.0.0.0, Culture=neutral, PublicKeyToken=0ae41878053f6703' targets a different processor.	CMSAPForms.Test	C:\TFS\Denali\Code\Dev\_VCSDENALICLIENT\CMSAPForms.Test\CSC	1	Active
Warning		There was a mismatch between the processor architecture of the project being built "AMD64" and the processor architecture of the reference "System.4.8.0.0.Fakes, Version=4.0.0.0, Culture=neutral, PublicKeyToken=0ae41878053f6703, processorArchitecture=AMD64", "x86". This mismatch may cause runtime failures. Please consider changing the targeted processor architecture of your project through the Configuration Manager so as to align the processor architectures between your project and references, or take a dependency on references with a processor architecture that matches the targeted processor architecture of your project.	DenaliCommandParser.TestData			
Warning		There was a mismatch between the processor architecture of the project being built "AMD64" and the processor architecture of the reference "mscorlib.4.8.0.0.Fakes, Version=4.0.0.0, Culture=neutral, PublicKeyToken=0ae41878053f6703, processorArchitecture=AMD64", "x86". This mismatch may cause runtime failures. Please consider changing the targeted processor architecture of your project through the Configuration Manager so as to align the processor architectures between your project and references, or take a dependency on references with a processor architecture that matches the targeted processor architecture of your project.	DenaliCommandParser.TestData			
Warning		There was a mismatch between the processor architecture of the project being built "AMD64" and the processor architecture of the reference "mscorlib.4.8.0.0.Fakes, Version=4.0.0.0, Culture=neutral, PublicKeyToken=0ae41878053f6703, processorArchitecture=AMD64", "x86". This mismatch may cause runtime failures. Please consider changing the targeted processor architecture of your project through the Configuration Manager so as to align the processor architectures between your project and references, or take a dependency on references with a processor architecture that matches the targeted processor architecture of your project.	DenaliCommandParser.TestData			
Warning		There was a mismatch between the processor architecture of the project being built "AMD64" and the processor architecture of the reference "System.4.8.0.0.Fakes, Version=4.0.0.0, Culture=neutral, PublicKeyToken=0ae41878053f6703, processorArchitecture=AMD64", "x86". This mismatch may cause runtime failures. Please consider changing the targeted processor architecture of your project through the Configuration Manager so as to align the processor architectures between your project and references, or take a dependency on references with a processor architecture that matches the targeted processor architecture of your project.	DenaliCommandParser.TestData			
Warning		There was a mismatch between the processor architecture of the project being built "AMD64" and the processor architecture of the reference "System.4.8.0.0.Fakes, Version=4.0.0.0, Culture=neutral, PublicKeyToken=0ae41878053f6703, processorArchitecture=AMD64", "x86". This mismatch may cause runtime failures. Please consider changing the targeted processor architecture of your project through the Configuration Manager so as to align the processor architectures between your project and references, or take a dependency on references with a processor architecture that matches the targeted processor architecture of your project.	NETDLL.Test			
Warning		There was a mismatch between the processor architecture of the project being built "AMD64" and the processor architecture of the reference "TestableIO.System.IO.Abstractions.TestingHelpers.21.0.0.0.Fakes", "x86". This mismatch may cause runtime failures. Please consider changing the targeted processor architecture of your project through the Configuration Manager so as to align the processor architectures between your project and references, or take a dependency on references with a processor architecture that matches the targeted processor architecture of your project.	NETDLL.Test			
Warning		There was a mismatch between the processor architecture of the project being built "AMD64" and the processor architecture of the reference "System.Windows.Forms.4.8.0.0.Fakes, Version=4.0.0.0, Culture=neutral, PublicKeyToken=0ae41878053f6703, processorArchitecture=x86", "x86". This mismatch may cause runtime failures. Please consider changing the targeted processor architecture of your project through the Configuration Manager so as to align the processor architectures between your project and references, or take a dependency on references with a processor architecture that matches the targeted processor architecture of your project.	NETDLL.Test			
Warning		There was a mismatch between the processor architecture of the project being built "AMD64" and the processor architecture of the reference "System.Windows.Forms.4.8.0.0.Fakes, Version=4.0.0.0, Culture=neutral, PublicKeyToken=0ae41878053f6703, processorArchitecture=x86", "x86". This mismatch may cause runtime failures. Please consider changing the targeted processor architecture of your project through the Configuration Manager so as to align the processor architectures between your project and references, or take a dependency on references with a processor architecture that matches the targeted processor architecture of your project.	NETDLL.Test			
Warning		There was a mismatch between the processor architecture of the project being built "AMD64" and the processor architecture of the reference "mscorlib.4.8.0.0.Fakes, Version=4.0.0.0, Culture=neutral, PublicKeyToken=0ae41878053f6703, processorArchitecture=AMD64", "x86". This mismatch may cause runtime failures. Please consider changing the targeted processor architecture of your project through the Configuration Manager so as to align the processor architectures between your project and references, or take a dependency on references with a processor architecture that matches the targeted processor architecture of your project.	NETDLL.Test			
Warning		There was a mismatch between the processor architecture of the project being built "AMD64" and the processor architecture of the reference "TestableIO.System.IO.Abstractions.TestingHelpers.21.0.0.0.Fakes", "x86". This mismatch may cause runtime failures. Please consider changing the targeted processor architecture of your project through the Configuration Manager so as to align the processor architectures between your project and references, or take a dependency on references with a processor architecture that matches the targeted processor architecture of your project.	NETDLL.Test			
Warning		There was a mismatch between the processor architecture of the project being built "AMD64" and the processor architecture of the reference "System.4.8.0.0.Fakes, Version=4.0.0.0, Culture=neutral, PublicKeyToken=0ae41878053f6703, processorArchitecture=AMD64", "x86". This mismatch may cause runtime failures. Please consider changing the targeted processor architecture of your project through the Configuration Manager so as to align the processor architectures between your project and references, or take a dependency on references with a processor architecture that matches the targeted processor architecture of your project.	NETDLL.Test			
Warning		There was a mismatch between the processor architecture of the project being built "AMD64" and the processor architecture of the reference "mscorlib.4.8.0.0.Fakes, Version=4.0.0.0, Culture=neutral, PublicKeyToken=0ae41878053f6703, processorArchitecture=AMD64", "x86". This mismatch may cause runtime failures. Please consider changing the targeted processor architecture of your project through the Configuration Manager so as to align the processor architectures between your project and references, or take a dependency on references with a processor architecture that matches the targeted processor architecture of your project.	NETDLL.Test			
Warning		Cannot generate shim for System.IO.Abstractions.TestingHelpers.ProductVersionParser: Type is not visible to exported or assembly(TestableIO.System.IO.Abstractions.TestingHelpers.19.0.0.0.Fakes).	NETDLL.Test	C:\TFS\Denali\Code\Dev\DenaliServerSideComponents\NETDLL.Test\Fakes\TestableIO.System.IO.Abstractions.TestingHelpers.fakes		
Warning		There was a mismatch between the processor architecture of the project being built "AMD64" and the processor architecture of the reference "mscorlib.4.8.0.0.Fakes, Version=4.0.0.0, Culture=neutral, PublicKeyToken=0ae41878053f6703, processorArchitecture=AMD64", "x86". This mismatch may cause runtime failures. Please consider changing the targeted processor architecture of your project through the Configuration Manager so as to align the processor architectures between your project and references, or take a dependency on references with a processor architecture that matches the targeted processor architecture of your project.	CMCommon.Test			
Warning		There was a mismatch between the processor architecture of the project being built "AMD64" and the processor architecture of the reference "mscorlib.4.8.0.0.Fakes, Version=4.0.0.0, Culture=neutral, PublicKeyToken=0ae41878053f6703, processorArchitecture=AMD64", "x86". This mismatch may cause runtime failures. Please consider changing the targeted processor architecture of your project through the Configuration Manager so as to align the processor architectures between your project and references, or take a dependency on references with a processor architecture that matches the targeted processor architecture of your project.	CMCommon.Test			
Warning		There was a mismatch between the processor architecture of the project being built "AMD64" and the processor architecture of the reference "System.Windows.Forms.4.8.0.0.Fakes, Version=4.0.0.0, Culture=neutral, PublicKeyToken=0ae41878053f6703, processorArchitecture=AMD64", "x86". This mismatch may cause runtime failures. Please consider changing the targeted processor architecture of your project through the Configuration Manager so as to align the processor architectures between your project and references, or take a dependency on references with a processor architecture that matches the targeted processor architecture of your project.	CMCommon.Test			
Warning		There was a mismatch between the processor architecture of the project being built "AMD64" and the processor architecture of the reference "System.4.8.0.0.Fakes, Version=4.0.0.0, Culture=neutral, PublicKeyToken=0ae41878053f6703, processorArchitecture=AMD64", "x86". This mismatch may cause runtime failures. Please consider changing the targeted processor architecture of your project through the Configuration Manager so as to align the processor architectures between your project and references, or take a dependency on references with a processor architecture that matches the targeted processor architecture of your project.	CMCommon.Test			
Warning		There was a mismatch between the processor architecture of the project being built "AMD64" and the processor architecture of the reference "System.4.8.0.0.Fakes, Version=4.0.0.0, Culture=neutral, PublicKeyToken=0ae41878053f6703, processorArchitecture=AMD64", "x86". This mismatch may cause runtime failures. Please consider changing the targeted processor architecture of your project through the Configuration Manager so as to align the processor architectures between your project and references, or take a dependency on references with a processor architecture that matches the targeted processor architecture of your project.	CMCommon.Test			
Warning		There was a mismatch between the processor architecture of the project being built "AMD64" and the processor architecture of the reference "NETDLL.Fakes", "x86". This mismatch may cause runtime failures. Please consider changing the targeted processor architecture of your project through the Configuration Manager so as to align the processor architectures between your project and references, or take a dependency on references with a processor architecture that matches the targeted processor architecture of your project.	CMCommon.Test			
Warning		There was a mismatch between the processor architecture of the project being built "AMD64" and the processor architecture of the reference "CMCommon.Fakes", "x86". This mismatch may cause runtime failures. Please consider changing the targeted processor architecture of your project through the Configuration Manager so as to align the processor architectures between your project and references, or take a dependency on references with a processor architecture that matches the targeted processor architecture of your project.	CMCommon.Test			
Warning		There was a mismatch between the processor architecture of the project being built "AMD64" and the processor architecture of the reference "System.Windows.Forms.4.8.0.0.Fakes, Version=4.0.0.0, Culture=neutral, PublicKeyToken=0ae41878053f6703, processorArchitecture=AMD64", "x86". This mismatch may cause runtime failures. Please consider changing the targeted processor architecture of your project through the Configuration Manager so as to align the processor architectures between your project and references, or take a dependency on references with a processor architecture that matches the targeted processor architecture of your project.	CMCommon.Test			
Warning		There was a mismatch between the processor architecture of the project being built "AMD64" and the processor architecture of the reference "System.Windows.Forms.4.8.0.0.Fakes, Version=4.0.0.0, Culture=neutral, PublicKeyToken=0ae41878053f6703, processorArchitecture=AMD64", "x86". This mismatch may cause runtime failures. Please consider changing the targeted processor architecture of your project through the Configuration Manager so as to align the processor architectures between your project and references, or take a dependency on references with a processor architecture that matches the targeted processor architecture of your project.	CMSAPForms.Test			
Warning		There was a mismatch between the processor architecture of the project being built "AMD64" and the processor architecture of the reference "System.Windows.Forms.4.8.0.0.Fakes, Version=4.0.0.0, Culture=neutral, PublicKeyToken=0ae41878053f6703, processorArchitecture=AMD64", "x86". This mismatch may cause runtime failures. Please consider changing the targeted processor architecture of your project through the Configuration Manager so as to align the processor architectures between your project and references, or take a dependency on references with a processor architecture that matches the targeted processor architecture of your project.	CMSAPForms.Test			
Warning		There was a mismatch between the processor architecture of the project being built "AMD64" and the processor architecture of the reference "mscorlib.4.8.0.0.Fakes, Version=4.0.0.0, Culture=neutral, PublicKeyToken=0ae41878053f6703, processorArchitecture=AMD64", "x86". This mismatch may cause runtime failures. Please consider changing the targeted processor architecture of your project through the Configuration Manager so as to align the processor architectures between your project and references, or take a dependency on references with a processor architecture that matches the targeted processor architecture of your project.	CMSAPForms.Test			
Warning		There was a mismatch between the processor architecture of the project being built "AMD64" and the processor architecture of the reference "System.Net.Http.4.2.0.0.Fakes", "x86". This mismatch may cause runtime failures. Please consider changing the targeted processor architecture of your project through the Configuration Manager so as to align the processor architectures between your project and references, or take a dependency on references with a processor architecture that matches the targeted processor architecture of your project.	CMSAPForms.Test			
Warning		There was a mismatch between the processor architecture of the project being built "AMD64" and the processor architecture of the reference "System.Net.Http.4.2.0.0.Fakes", "x86". This mismatch may cause runtime failures. Please consider changing the targeted processor architecture of your project through the Configuration Manager so as to align the processor architectures between your project and references, or take a dependency on references with a processor architecture that matches the targeted processor architecture of your project.	CMSAPForms.Test			
Warning		There was a mismatch between the processor architecture of the project being built "AMD64" and the processor architecture of the reference "mscorlib.4.8.0.0.Fakes, Version=4.0.0.0, Culture=neutral, PublicKeyToken=0ae41878053f6703, processorArchitecture=AMD64", "x86". This mismatch may cause runtime failures. Please consider changing the targeted processor architecture of your project through the Configuration Manager so as to align the processor architectures between your project and references, or take a dependency on references with a processor architecture that matches the targeted processor architecture of your project.	CMSAPForms.Test			
Warning		There was a mismatch between the processor architecture of the project being built "AMD64" and the processor architecture of the reference "mscorlib.4.8.0.0.Fakes, Version=4.0.0.0, Culture=neutral, PublicKeyToken=0ae41878053f6703, processorArchitecture=AMD64", "x86". This mismatch may cause runtime failures. Please consider changing the targeted processor architecture of your project through the Configuration Manager so as to align the processor architectures between your project and references, or take a dependency on references with a processor architecture that matches the targeted processor architecture of your project.	CMSDenaliAPI.Test			
Warning		There was a mismatch between the processor architecture of the project being built "AMD64" and the processor architecture of the reference "System.4.8.0.0.Fakes, Version=4.0.0.0, Culture=neutral, PublicKeyToken=0ae41878053f6703, processorArchitecture=AMD64", "x86". This mismatch may cause runtime failures. Please consider changing the targeted processor architecture of your project through the Configuration Manager so as to align the processor architectures between your project and references, or take a dependency on references with a processor architecture that matches the targeted processor architecture of your project.	CMSDenaliAPI.Test			
Warning		There was a mismatch between the processor architecture of the project being built "AMD64" and the processor architecture of the reference "System.Windows.Forms.4.8.0.0.Fakes, Version=4.0.0.0, Culture=neutral, PublicKeyToken=0ae41878053f6703, processorArchitecture=AMD64", "x86". This mismatch may cause runtime failures. Please consider changing the targeted processor architecture of your project through the Configuration Manager so as to align the processor architectures between your project and references, or take a dependency on references with a processor architecture that matches the targeted processor architecture of your project.	CMSDenaliAPI.Test			
Warning		There was a mismatch between the processor architecture of the project being built "AMD64" and the processor architecture of the reference "mscorlib.4.8.0.0.Fakes, Version=4.0.0.0, Culture=neutral, PublicKeyToken=0ae41878053f6703, processorArchitecture=x86", "x86". This mismatch may cause runtime failures. Please consider changing the targeted processor architecture of your project through the Configuration Manager so as to align the processor architectures between your project and references, or take a dependency on references with a processor architecture that matches the targeted processor architecture of your project.	CMSDenaliCommon.Test			
Warning		There was a mismatch between the processor architecture of the project being built "AMD64" and the processor architecture of the reference "System.4.8.0.0.Fakes, Version=4.0.0.0, Culture=neutral, PublicKeyToken=0ae41878053f6703, processorArchitecture=AMD64", "x86". This mismatch may cause runtime failures. Please consider changing the targeted processor architecture of your project through the Configuration Manager so as to align the processor architectures between your project and references, or take a dependency on references with a processor architecture that matches the targeted processor architecture of your project.	CMSPRForms.Test			
Warning		There was a mismatch between the processor architecture of the project being built "AMD64" and the processor architecture of the reference "mscorlib.4.8.0.0.Fakes, Version=4.0.0.0, Culture=neutral, PublicKeyToken=0ae41878053f6703, processorArchitecture=AMD64", "x86". This mismatch may cause runtime failures. Please consider changing the targeted processor architecture of your project through the Configuration Manager so as to align the processor architectures between your project and references, or take a dependency on references with a processor architecture that matches the targeted processor architecture of your project.	CMSPRForms.Test			
Warning		There was a mismatch between the processor architecture of the project being built "AMD64" and the processor architecture of the reference "System.Windows.Forms.4.8.0.0.Fakes, Version=4.0.0.0, Culture=neutral, PublicKeyToken=0ae41878053f6703, processorArchitecture=AMD64", "x86". This mismatch may cause runtime failures. Please consider changing the targeted processor architecture of your project through the Configuration Manager so as to align the processor architectures between your project and references, or take a dependency on references with a processor architecture that matches the targeted processor architecture of your project.	CMSPRForms.Test			
Warning		There was a mismatch between the processor architecture of the project being built "AMD64" and the processor architecture of the reference "mscorlib.4.8.0.0.Fakes, Version=4.0.0.0, Culture=neutral, PublicKeyToken=0ae41878053f6703, processorArchitecture=AMD64", "x86". This mismatch may cause runtime failures. Please consider changing the targeted processor architecture of your project through the Configuration Manager so as to align the processor architectures between your project and references, or take a dependency on references with a processor architecture that matches the targeted processor architecture of your project.	DenaliServerGlobals.Test			
Warning		There was a mismatch between the processor architecture of the project being built "AMD64" and the processor architecture of the reference "System.4.8.0.0.Fakes, Version=4.0.0.0, Culture=neutral, PublicKeyToken=0ae41878053f6703, processorArchitecture=AMD64", "x86". This mismatch may cause runtime failures. Please consider changing the targeted processor architecture of your project through the Configuration Manager so as to align the processor architectures between your project and references, or take a dependency on references with a processor architecture that matches the targeted processor architecture of your project.	DenaliServerGlobals.Test			
Warning		Found conflicts between different versions of the same dependent assembly. In Visual Studio, double-click this warning (or select it and press Enter) to fix the conflicts; otherwise, add the following binding redirects to the "runtime" node in the application configuration file: <assemblyBinding xmlns="urn:schemas-microsoft-com:asm.v1"><dependentAssembly><assemblyIdentity name="Testably.Abstractions.FileSystem.Interface" culture="neutral" publicKeyToken="f24346c8579fcb48" /><bindingRedirect oldVersion="0.0.0.0-10.0.0.0" newVersion="10.0.0.0" /></dependentAssembly></assemblyBinding>	GeneralLedgerWeb			
