Severity	Code	Description	Project	File	Line	Suppression State
Error (active)	E0020	identifier "_In_opt_" is undefined	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	184	
Error (active)	E0018	expected a ')'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	184	
Error (active)	E0077	this declaration has no storage class or type specifier	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	191	
Error (active)	E0065	expected a ';'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	192	
Error (active)	E0077	this declaration has no storage class or type specifier	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	196	
Error (active)	E0065	expected a ';'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	197	
Error (active)	E0020	identifier "_Out_" is undefined	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	204	
Error (active)	E0018	expected a ')'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	204	
Error (active)	E0020	identifier "_Out_" is undefined	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	208	
Error (active)	E0018	expected a ')'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	208	
Error (active)	E0020	identifier "_In_opt_" is undefined	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	214	
Error (active)	E0018	expected a ')'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	214	
Error (active)	E0020	identifier "_In_" is undefined	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	218	
Error (active)	E0018	expected a ')'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	218	
Error (active)	E0077	this declaration has no storage class or type specifier	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	221	
Error (active)	E0065	expected a ';'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	222	
Error (active)	E0145	variable "_CrtSetBreakAlloc" may not be initialized	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	226	
Error (active)	E0020	identifier "_In_" is undefined	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	227	
Error (active)	E0018	expected a ')'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	227	
Error (active)	E0145	variable "_CrtSetDbgFlag" may not be initialized	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	230	
Error (active)	E0020	identifier "_In_" is undefined	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	231	
Error (active)	E0018	expected a ')'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	231	
Error (active)	E0020	identifier "_Pre_maybenull_" is undefined	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	329	
Error (active)	E0018	expected a ')'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	329	
Error (active)	E0757	variable "_Check_return_" is not a type name	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	332	
Error (active)	E0065	expected a ';'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	332	
Error (active)	E0145	variable "_aligned_msize_dbg" may not be initialized	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	340	
Error (active)	E0020	identifier "_Pre_notnull_" is undefined	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	341	
Error (active)	E0018	expected a ')'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	341	
Error (active)	E0757	variable "_Check_return_" is not a type name	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	346	
Error (active)	E0065	expected a ';'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	346	
Error (active)	E0077	this declaration has no storage class or type specifier	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	355	
Error (active)	E0029	expected an expression	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	355	
Error (active)	E0065	expected a ';'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	355	
Error (active)	E0077	this declaration has no storage class or type specifier	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	365	
Error (active)	E0029	expected an expression	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	365	
Error (active)	E0065	expected a ';'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	365	
Error (active)	E0077	this declaration has no storage class or type specifier	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	376	
Error (active)	E0029	expected an expression	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	376	
Error (active)	E0065	expected a ';'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	376	
Error (active)	E0077	this declaration has no storage class or type specifier	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	385	
Error (active)	E0029	expected an expression	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	385	
Error (active)	E0065	expected a ';'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	385	
Error (active)	E0757	variable "_Check_return_" is not a type name	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	395	
Error (active)	E0065	expected a ';'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	395	
Error (active)	E0757	variable "_Check_return_" is not a type name	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	404	
Error (active)	E0065	expected a ';'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	404	
Error (active)	E0020	identifier "_Pre_maybenull_" is undefined	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	414	
Error (active)	E0018	expected a ')'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	414	
Error (active)	E0757	variable "_Check_return_" is not a type name	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	418	
Error (active)	E0065	expected a ';'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	418	
Error (active)	E0145	variable "_msize_dbg" may not be initialized	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	426	
Error (active)	E0020	identifier "_Pre_notnull_" is undefined	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	427	
Error (active)	E0018	expected a ')'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	427	
Error (active)	E0077	this declaration has no storage class or type specifier	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	431	
Error (active)	E0029	expected an expression	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	431	
Error (active)	E0065	expected a ';'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	431	
Error (active)	E0077	this declaration has no storage class or type specifier	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	440	
Error (active)	E0029	expected an expression	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	440	
Error (active)	E0065	expected a ';'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	440	
Error (active)	E0077	this declaration has no storage class or type specifier	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	450	
Error (active)	E0029	expected an expression	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	450	
Error (active)	E0065	expected a ';'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	452	
Error (active)	E0077	this declaration has no storage class or type specifier	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	461	
Error (active)	E0029	expected an expression	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	461	
Error (active)	E0065	expected a ';'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	462	
Error (active)	E0077	this declaration has no storage class or type specifier	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	472	
Error (active)	E0029	expected an expression	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	472	
Error (active)	E0065	expected a ';'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	473	
Error (active)	E0077	this declaration has no storage class or type specifier	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	483	
Error (active)	E0029	expected an expression	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	483	
Error (active)	E0065	expected a ';'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	484	
Error (active)	E0757	variable "_Check_return_" is not a type name	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	494	
Error (active)	E0065	expected a ';'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	495	
Error (active)	E0757	variable "_Check_return_" is not a type name	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	502	
Error (active)	E0065	expected a ';'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	503	
Error (active)	E0077	this declaration has no storage class or type specifier	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	511	
Error (active)	E0029	expected an expression	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	511	
Error (active)	E0065	expected a ';'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	512	
Error (active)	E0077	this declaration has no storage class or type specifier	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	520	
Error (active)	E0029	expected an expression	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	520	
Error (active)	E0065	expected a ';'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	522	
Error (active)	E0077	this declaration has no storage class or type specifier	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	531	
Error (active)	E0029	expected an expression	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	531	
Error (active)	E0065	expected a ';'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	532	
Error (active)	E0077	this declaration has no storage class or type specifier	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	542	
Error (active)	E0029	expected an expression	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	542	
Error (active)	E0065	expected a ';'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	543	
Error (active)	E0077	this declaration has no storage class or type specifier	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	552	
Error (active)	E0029	expected an expression	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	552	
Error (active)	E0065	expected a ';'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	553	
Error (active)	E0757	variable "_Check_return_" is not a type name	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	563	
Error (active)	E0065	expected a ';'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	564	
Error (active)	E0145	variable "_CrtDbgReport" may not be initialized	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	607	
Error (active)	E0020	identifier "_In_" is undefined	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	608	
Error (active)	E0018	expected a ')'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	608	
Error (active)	E0145	variable "_CrtDbgReportW" may not be initialized	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	615	
Error (active)	E0020	identifier "_In_" is undefined	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	616	
Error (active)	E0018	expected a ')'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	616	
Error (active)	E0145	variable "_VCrtDbgReportA" may not be initialized	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	624	
Error (active)	E0020	identifier "_In_" is undefined	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	625	
Error (active)	E0018	expected a ')'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	625	
Error (active)	E0145	variable "_VCrtDbgReportW" may not be initialized	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	634	
Error (active)	E0020	identifier "_In_" is undefined	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	635	
Error (active)	E0018	expected a ')'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	635	
Error (active)	E0020	identifier "_In_" is undefined	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	645	
Error (active)	E0018	expected a ')'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	645	
Error (active)	E0020	identifier "_HFILE" is undefined	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	650	
Error (active)	E0145	variable "_CrtSetReportFile" may not be initialized	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	650	
Error (active)	E0020	identifier "_In_" is undefined	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	651	
Error (active)	E0018	expected a ')'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	651	
Error (active)	E0145	variable "_CrtSetReportMode" may not be initialized	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	655	
Error (active)	E0020	identifier "_In_" is undefined	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	656	
Error (active)	E0018	expected a ')'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	656	
Error (active)	E0020	identifier "_CRT_REPORT_HOOK" is undefined	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	664	
Error (active)	E0020	identifier "_CRT_REPORT_HOOK" is undefined	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	669	
Error (active)	E0020	identifier "_In_opt_" is undefined	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	670	
Error (active)	E0018	expected a ')'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	670	
Error (active)	E0145	variable "_CrtSetReportHook2" may not be initialized	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	673	
Error (active)	E0020	identifier "_In_" is undefined	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	674	
Error (active)	E0018	expected a ')'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	674	
Error (active)	E0145	variable "_CrtSetReportHookW2" may not be initialized	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	678	
Error (active)	E0020	identifier "_In_" is undefined	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	679	
Error (active)	E0018	expected a ')'	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	679	
Error (active)	E0077	this declaration has no storage class or type specifier	cmsdll	C:\Program Files (x86)\Windows Kits\10\Include\10.0.18362.0\ucrt\crtdbg.h	809	
Error (active)	E0065	expected a ';'	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\CMSCOMComponent.h	34	
Error (active)	E0020	identifier "CString" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\CMSCOMComponent.h	179	
Error (active)	E0020	identifier "CString" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\CMSCOMComponent.h	232	
Error (active)	E0020	identifier "CString" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\CMSCOMComponent.h	285	
Error (active)	E0020	identifier "CLSID" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\CMSCOMComponent.h	535	
Error (active)	E0020	identifier "LPVOID" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\CMSCOMComponent.h	535	
Error (active)	E0020	identifier "CString" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\CMSCOMComponent.h	561	
Error (active)	E0020	identifier "CString" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\CMSCOMComponent.h	577	
Error (active)	E2996	There are too many errors for the IntelliSense engine to function properly, some of which may not be visible in the editor.	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\GBLSystemInformation.cpp	1	
Error (active)	E2998	PCH warning: an unknown error occurred.  An IntelliSense PCH file was not generated.	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\GBLSystemInformation.cpp	1	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	216	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	216	
